x,y,index1,income,high_income,hh_propensity,a,utility,max_fs_prop,healthy_choice,unhealthy_choice
136387.5,459037.5,0,42.31227486885041,1,2.1217032073212008,9.827654502860902e-05,24.815443597141307,1.8218239810842713,10.0,0.0
136787.5,459012.5,1,34.59129848105912,0,-1.9510204705251004,-1.280175375471831e-05,2.372011269783897,-1.5396812274921148,3.0,7.0
136812.5,459012.5,2,62.2077118700778,1,-2.09941619900194,-4.739717035364799e-05,2.0012162290789064,-1.5396812274921148,0.0,10.0
136512.5,458987.5,3,35.37907870396923,0,-2.118549902142574,6.384572539894819e-06,2.199663680267226,-1.5396812274921148,0.0,10.0
136487.5,458962.5,4,38.99609841578182,1,-2.1013970857215303,-2.3402569348086828e-05,2.2175183560735294,-1.5396812274921148,0.0,10.0
136212.5,458937.5,5,53.72481117061563,1,-2.100619115192486,-4.6942028478446596e-05,1.8267572222457436,-1.5396812274921148,0.0,10.0
136537.5,458937.5,6,28.80767595143758,0,-2.1048971584097265,-5.141690862495754e-05,1.6270509007010119,-1.5396812274921148,0.0,10.0
137062.5,458887.5,7,31.983633420697114,0,-2.096530111483461,5.030056537746982e-05,2.535816981958395,-1.5396812274921148,0.0,10.0
136512.5,458862.5,8,39.77603225837035,1,-2.103123758645244,-7.650318632998921e-05,1.8162453422954714,-1.5396812274921148,0.0,10.0
136662.5,458862.5,9,34.60130042220641,0,-2.112479150819226,6.89547649040812e-05,8.458149497624513,-1.5396812274921148,0.0,10.0
136787.5,458862.5,10,25.972353875781938,0,-2.104933014976598,4.902801139332745e-06,1.7437355381648358,-1.5396812274921148,0.0,10.0
137087.5,458837.5,11,35.851234894124126,0,-2.1050353447142554,7.852922409644602e-07,1.7422630264222552,-1.5396812274921148,0.0,10.0
136862.5,458762.5,12,34.311710529987565,0,-2.0968411508202998,-1.1264068644941584e-05,2.4307524402874243,-1.5396812274921148,0.0,10.0
135762.5,458737.5,13,43.934716026094954,1,-2.1096898963584874,-1.4453277091052325e-05,1.6076742508791484,-1.5396812274921148,0.0,10.0
137462.5,458737.5,14,21.252114705283056,0,-2.1019706571892196,1.3725008385096404e-05,2.705692022894077,-1.5396812274921148,0.0,10.0
136137.5,458687.5,15,30.898209623100485,0,-2.112617660406086,-5.6603150588396584e-05,7.913960290455304,-1.5396812274921148,0.0,10.0
135787.5,458662.5,16,49.4139100948717,1,-2.1054572983023614,-3.5159278776110317e-05,2.8595489953341273,-1.5396812274921148,0.0,10.0
136112.5,458662.5,17,56.47331007231312,1,-2.104307068590882,8.11429347682707e-05,2.0990198290056785,-1.5396812274921148,0.0,10.0
137037.5,458637.5,18,22.78820442311634,0,-2.1016691077657836,4.9312647799246636e-05,5.173015310755741,-1.5396812274921148,0.0,10.0
137287.5,458637.5,19,44.34847510892778,1,-2.1051740888615367,8.873257587204652e-05,2.406908644597218,-1.5396812274921148,0.0,10.0
136212.5,458612.5,20,28.09392114781378,0,-2.1094276756090142,3.8155507949844854e-05,2.7336801372363997,-1.5396812274921148,0.0,10.0
136387.5,458587.5,21,29.331468452839097,0,-2.1271704715808646,8.796657252396512e-06,2.62744016941529,-1.5396812274921148,0.0,10.0
136887.5,458587.5,22,29.181208167443465,0,-2.112511887846426,-4.4976940413611734e-05,2.1527784002172323,-1.5396812274921148,0.0,10.0
135087.5,458562.5,23,33.67492070837606,0,-2.10866356895871,-5.958145285983956e-05,2.3028395268764723,-1.5396812274921148,0.0,10.0
135787.5,458562.5,24,47.864398269133616,1,-2.1090007645246454,-3.055261761864248e-05,2.3175732383651524,-1.5396812274921148,0.0,10.0
136462.5,458562.5,25,45.024212708765674,1,-2.11214798708942,9.533945519887544e-05,2.1962736505758804,-1.5396812274921148,0.0,10.0
136362.5,458537.5,26,38.4914424321904,1,-2.1181152269589467,-9.513744696620319e-05,2.2933135997491467,-1.5396812274921148,0.0,10.0
136437.5,458537.5,27,34.26689121518083,0,-2.1087066919351183,7.003598540478722e-05,22.46586072943128,-1.5396812274921148,0.0,10.0
137612.5,458537.5,28,37.9328884293411,1,-2.103671370187007,-1.2434763812554746e-05,2.967286534027698,-1.5396812274921148,0.0,10.0
135712.5,458512.5,29,36.84069557942577,0,-2.0740512060233787,-6.133979579176665e-05,3.0785134098170155,-1.5396812274921148,1.0,9.0
136137.5,458512.5,30,45.8305331946197,1,-2.0335374585861583,3.557665434592495e-05,2.848577962408156,-1.5396812274921148,2.0,8.0
134912.5,458487.5,31,31.584283702077844,0,-2.0425379560893897,-9.117338668596729e-05,3.949532436819964,-1.5396812274921148,2.0,8.0
135712.5,458487.5,32,37.838050915142404,0,-2.0385291312248373,-8.797690127041542e-05,2.247960526982306,-1.5396812274921148,2.0,8.0
137237.5,458487.5,33,36.88932388190755,0,-2.037047985236072,1.3249592978246524e-05,1.9160531210182326,-1.5396812274921148,2.0,8.0
134787.5,458437.5,34,37.37691849148141,0,-2.046145175356005,-3.711048496983274e-05,1.8350738024494875,-1.5396812274921148,2.0,8.0
134862.5,458437.5,35,40.392176585649075,1,-2.0461039901258924,-1.9514671145336832e-05,1.9369897759707677,-1.5396812274921148,2.0,8.0
136012.5,458437.5,36,39.87660091042498,1,-2.03449996349215,2.955076709488105e-05,47.94450882864266,-1.5396812274921148,2.0,8.0
136062.5,458437.5,37,51.248485742415816,1,-2.044154510878656,4.384289783466301e-05,3.4667367723139413,-1.5396812274921148,2.0,8.0
136137.5,458437.5,38,37.03124393722364,0,-2.044214277782616,6.356309496159458e-05,1.7900400605612117,-1.5396812274921148,2.0,8.0
136162.5,458437.5,39,53.51532293448891,1,-2.0437914944553204,-5.675400178202075e-05,2.9872384046452396,-1.5396812274921148,2.0,8.0
136187.5,458437.5,40,34.84146978833369,0,-2.0460890879225544,-7.668745109620076e-06,1.7599669610538753,-1.8536804572269308,2.0,8.0
134812.5,458412.5,41,33.12268582721787,0,-2.0443756833842355,1.5796476104507892e-05,1.5493996083778234,-1.8536804572269308,2.0,8.0
136037.5,458412.5,42,38.90738188752852,1,-2.0404721441402405,-1.732816209459211e-05,1.7777520621337588,-1.8536804572269308,2.0,8.0
137162.5,458412.5,43,41.45438472349352,1,-2.0406275646992826,-7.490779729876597e-06,2.4938096659518134,-1.8536804572269308,2.0,8.0
136087.5,458387.5,44,40.596124064467006,1,-2.043120334063854,-8.233917186948612e-05,1.661773590442719,-1.8536804572269308,2.0,8.0
137562.5,458387.5,45,50.81963383387963,1,-2.0423046746418616,2.023035933567649e-05,1.8765773823952638,-1.8536804572269308,2.0,8.0
138312.5,458387.5,46,49.29342978825284,1,-2.0423666200410553,5.2544063234966746e-05,3.0738667826792074,-1.8536804572269308,2.0,8.0
138837.5,458387.5,47,42.84440398121088,1,-2.036374471291951,8.647869094790426e-05,2.1532905302030727,-1.8536804572269308,2.0,8.0
134762.5,458362.5,48,34.53663740863447,0,-2.0392454896069614,9.226237294312834e-05,1.926301961702366,-1.8536804572269308,2.0,8.0
136187.5,458362.5,49,36.893856536928915,0,-2.051942466865104,-2.9978173922318892e-05,3.920843893810041,-1.8536804572269308,2.0,8.0
137262.5,458362.5,50,52.033980179217835,1,-2.044117466573213,-5.702265839682337e-05,2.105353826942818,-1.8536804572269308,2.0,8.0
137587.5,458362.5,51,40.11254122851,1,-2.039196800664196,-9.694520842191723e-05,1.989218578700516,-1.8536804572269308,2.0,8.0
138362.5,458362.5,52,24.792268666202542,0,-2.046478112371674,-1.1237980386879156e-05,1.6957272542481603,-1.8536804572269308,2.0,8.0
135062.5,458337.5,53,31.00434767951819,0,-2.035675583618887,1.675427074632088e-06,4.61545963435714,-1.8536804572269308,2.0,8.0
136162.5,458337.5,54,32.12486766768592,0,-2.045818892344188,6.556081765520738e-05,1.8479715946494926,-1.8536804572269308,2.0,8.0
137012.5,458337.5,55,49.422047703756746,1,-2.03563024347721,-7.35824989060288e-05,6.215846505987243,-1.8536804572269308,2.0,8.0
137712.5,458337.5,56,36.828360151758524,0,-2.042268301924897,-7.547131024237125e-05,2.4696665277531022,-1.8536804572269308,2.0,8.0
138562.5,458337.5,57,60.5010677372027,1,-2.088477783575126,-8.526854313863527e-05,14.268858002909806,-1.8536804572269308,1.0,9.0
135062.5,458287.5,58,44.46619470260427,1,-2.0780404603463634,1.21410052203573e-05,3.1191884192653454,-1.8536804572269308,1.0,9.0
136562.5,458287.5,59,39.14806825330194,1,-2.0805296664760085,3.301595997608598e-05,2.5352132226885047,-1.8536804572269308,1.0,9.0
135762.5,458262.5,60,33.5429608097151,0,-2.0885776256210615,-6.640692660187487e-05,2.708265089528668,-1.8536804572269308,1.0,9.0
137112.5,458262.5,61,47.62179309679172,1,-2.0777413776122,4.235860873283121e-05,1.9670535573414056,-1.8536804572269308,1.0,9.0
137262.5,458262.5,62,35.4928885773593,0,-2.076819592727596,-1.6700461357870228e-05,1.7324329719961735,-1.8536804572269308,1.0,9.0
136437.5,458237.5,63,29.658765465828793,0,-2.0850960845489697,3.6206237636204265e-05,2.3975785807756305,-1.8536804572269308,1.0,9.0
137237.5,458237.5,64,43.58132717730888,1,-2.1086625358915403,5.85300599963549e-05,3.1803272639476226,-1.8536804572269308,0.0,10.0
137337.5,458237.5,65,38.02758316706164,1,-2.098545251785842,-4.47548892748304e-05,2.2532249169180645,-1.8536804572269308,0.0,10.0
134837.5,458187.5,66,49.79060725824544,1,-2.100006113622295,6.740456635877483e-05,2.3136047321832183,-1.8536804572269308,0.0,10.0
136712.5,458187.5,67,37.164066812511585,0,-2.1071654017070216,7.495354059352062e-05,2.484500723478628,-1.8536804572269308,0.0,10.0
134862.5,458162.5,68,9.30312033377444,0,-2.1048025160527453,3.9905606024846115e-05,2.073356799361428,-1.8536804572269308,0.0,10.0
