x,y,index1,income,high_income,hh_propensity,a,utility,max_fs_prop,healthy_choice,unhealthy_choice
136387.5,459037.5,0,42.31227486885041,1,0.8212570190931221,9.827654502860902e-05,24.589282961004653,0.2270450330833662,4.0,0.0
136787.5,459012.5,1,34.59129848105912,0,0.8385266027551339,-1.280175375471831e-05,2.174314592382954,0.2270450330833662,4.0,0.0
136812.5,459012.5,2,62.2077118700778,1,0.9331442883107277,-4.739717035364799e-05,1.6499389901221284,0.2270450330833662,4.0,0.0
136512.5,458987.5,3,35.37907870396923,0,0.7970578731600255,6.384572539894819e-06,2.0342764230824666,0.2270450330833662,4.0,0.0
136487.5,458962.5,4,38.99609841578182,1,0.9124466322743401,-2.3402569348086828e-05,2.1449627793944974,0.2270450330833662,4.0,0.0
136212.5,458937.5,5,53.72481117061563,1,0.9204984547891436,-4.6942028478446596e-05,1.9786519108702838,0.2270450330833662,4.0,0.0
136537.5,458937.5,6,28.80767595143758,0,0.8813368901002052,-5.141690862495754e-05,2.0146837182296684,0.2270450330833662,4.0,0.0
137062.5,458887.5,7,31.983633420697114,0,0.9653731512839706,5.030056537746982e-05,2.109257591614327,0.2270450330833662,4.0,0.0
136512.5,458862.5,8,39.77603225837035,1,0.896855296417845,-7.650318632998921e-05,2.4973347330968494,0.2270450330833662,4.0,0.0
136662.5,458862.5,9,34.60130042220641,0,0.8279446618443862,6.89547649040812e-05,2.1173597419369385,0.2270450330833662,4.0,0.0
136787.5,458862.5,10,25.972353875781938,0,0.8804659965599284,4.902801139332745e-06,3.2371123921897285,0.2270450330833662,4.0,0.0
137087.5,458837.5,11,35.851234894124126,0,1.252379682452934,7.852922409644602e-07,1.7149058333492935,0.594684417491655,4.0,0.0
136862.5,458762.5,12,34.311710529987565,0,1.3351056027900445,-1.1264068644941584e-05,1.4997164971520514,0.594684417491655,4.0,0.0
135762.5,458737.5,13,43.934716026094954,1,1.2184912311135667,-1.4453277091052325e-05,1.5966099437327637,0.594684417491655,4.0,0.0
137462.5,458737.5,14,21.252114705283056,0,1.2792092678142157,1.3725008385096404e-05,1.9005370090632758,0.594684417491655,4.0,0.0
136137.5,458687.5,15,30.898209623100485,0,1.2007626752230447,-5.6603150588396584e-05,1.6028200100454186,0.594684417491655,4.0,0.0
135787.5,458662.5,16,49.4139100948717,1,1.3616819539096439,-3.5159278776110317e-05,3.5141747807592254,0.594684417491655,4.0,0.0
136112.5,458662.5,17,56.47331007231312,1,1.6712572852064478,8.11429347682707e-05,2.1445805336276735,0.594684417491655,4.0,0.0
137037.5,458637.5,18,22.78820442311634,0,1.7086110039348184,4.9312647799246636e-05,1.6522056501870934,0.594684417491655,4.0,0.0
137287.5,458637.5,19,44.34847510892778,1,1.6601215880315654,8.873257587204652e-05,1.866861863512807,0.594684417491655,4.0,0.0
136212.5,458612.5,20,28.09392114781378,0,1.613112150500692,3.8155507949844854e-05,6.205415892733665,0.594684417491655,4.0,0.0
136387.5,458587.5,21,29.331468452839097,0,1.490030319483048,8.796657252396512e-06,14.2798836006799,0.594684417491655,4.0,0.0
136887.5,458587.5,22,29.181208167443465,0,1.5851075570103665,-4.4976940413611734e-05,1.8307359576949869,0.594684417491655,4.0,0.0
135087.5,458562.5,23,33.67492070837606,0,1.6219299280562978,-5.958145285983956e-05,2.6187134048727723,0.594684417491655,4.0,0.0
135787.5,458562.5,24,47.864398269133616,1,1.6181344477332118,-3.055261761864248e-05,2.7307333826324753,0.594684417491655,4.0,0.0
136462.5,458562.5,25,45.024212708765674,1,1.5870757754700753,9.533945519887544e-05,2.9613936405490766,0.594684417491655,4.0,0.0
136362.5,458537.5,26,38.4914424321904,1,1.5425110836571128,-9.513744696620319e-05,1.8502074488642513,0.594684417491655,4.0,0.0
136437.5,458537.5,27,34.26689121518083,0,1.620149009366383,7.003598540478722e-05,2.459371817601627,0.594684417491655,4.0,0.0
137612.5,458537.5,28,37.9328884293411,1,1.6820647747541715,-1.2434763812554746e-05,3.115353584861933,0.594684417491655,4.0,0.0
135712.5,458512.5,29,36.84069557942577,0,1.7160475256956662,-6.133979579176665e-05,2.3171593830431836,0.594684417491655,4.0,0.0
136137.5,458512.5,30,45.8305331946197,1,1.7638279030031827,3.557665434592495e-05,12.652143026047222,0.594684417491655,4.0,0.0
134912.5,458487.5,31,31.584283702077844,0,1.596085630061709,-9.117338668596729e-05,2.6322053583156504,0.594684417491655,4.0,0.0
135712.5,458487.5,32,37.838050915142404,0,1.6687147283411037,-8.797690127041542e-05,1.896405696559222,0.594684417491655,4.0,0.0
137237.5,458487.5,33,36.88932388190755,0,1.6949247092253794,1.3249592978246524e-05,2.148376450380867,0.594684417491655,4.0,0.0
134787.5,458437.5,34,37.37691849148141,0,1.5353430759227569,-3.711048496983274e-05,1.8031947063323883,0.594684417491655,4.0,0.0
134862.5,458437.5,35,40.392176585649075,1,1.5357382814577132,-1.9514671145336832e-05,2.8594473414922943,0.594684417491655,4.0,0.0
136012.5,458437.5,36,39.87660091042498,1,1.746177166432927,2.955076709488105e-05,3.289257776432426,0.594684417491655,4.0,0.0
136062.5,458437.5,37,51.248485742415816,1,1.5701453590237995,4.384289783466301e-05,2.69156977083728,0.594684417491655,4.0,0.0
136137.5,458437.5,38,37.03124393722364,0,1.5883711561093286,6.356309496159458e-05,8.895633394343983,0.594684417491655,4.0,0.0
136162.5,458437.5,39,53.51532293448891,1,1.6156362286402202,-5.675400178202075e-05,1.9721043512794463,0.594684417491655,4.0,0.0
136187.5,458437.5,40,34.84146978833369,0,1.59625449499088,-7.668745109620076e-06,3.664951936202672,0.594684417491655,4.0,0.0
134812.5,458412.5,41,33.12268582721787,0,1.6261893675153827,1.5796476104507892e-05,1.9025694575499053,0.594684417491655,4.0,0.0
136037.5,458412.5,42,38.90738188752852,1,1.699319449563821,-1.732816209459211e-05,1.984838520322734,0.594684417491655,4.0,0.0
137162.5,458412.5,43,41.45438472349352,1,1.6961513665275256,-7.490779729876597e-06,2.150140671754559,0.594684417491655,4.0,0.0
136087.5,458387.5,44,40.596124064467006,1,1.6507876924516331,-8.233917186948612e-05,4.597852163426874,0.594684417491655,4.0,0.0
137562.5,458387.5,45,50.81963383387963,1,1.5778355824245092,2.023035933567649e-05,1.68190270660434,0.46178646941142176,4.0,0.0
138312.5,458387.5,46,49.29342978825284,1,1.5218686236922367,5.2544063234966746e-05,1.8897093116255905,0.46178646941142176,4.0,0.0
138837.5,458387.5,47,42.84440398121088,1,1.635624773961031,8.647869094790426e-05,1.6275107580115307,0.46178646941142176,4.0,0.0
134762.5,458362.5,48,34.53663740863447,0,1.5446465562577638,9.226237294312834e-05,1.931434138916167,0.46178646941142176,4.0,0.0
136187.5,458362.5,49,36.893856536928915,0,1.3355761006196814,-2.9978173922318892e-05,2.180455739936035,0.46178646941142176,4.0,0.0
