x,y,index1,income,high_income,hh_propensity,a,utility,max_fs_prop,healthy_choice,unhealthy_choice
136387.5,459037.5,0,42.31227486885041,1,1.014933957254078,9.827654502860902e-05,24.598422289387045,1.8218239810842713,1.0,0.0
136787.5,459012.5,1,34.59129848105912,0,1.1452573754922635,-1.280175375471831e-05,2.080656863761546,1.8218239810842713,1.0,0.0
136812.5,459012.5,2,62.2077118700778,1,-0.10196183390823621,-4.739717035364799e-05,2.1119466036283843,-1.5396812274921148,0.0,1.0
136512.5,458987.5,3,35.37907870396923,0,-1.046753807668094,6.384572539894819e-06,1.891843925398329,-1.5396812274921148,0.0,1.0
136487.5,458962.5,4,38.99609841578182,1,-0.2224207714655697,-2.3402569348086828e-05,1.8743399497457471,-1.5396812274921148,0.0,1.0
136212.5,458937.5,5,53.72481117061563,1,-0.17490670546489206,-4.6942028478446596e-05,1.6343709362964067,-1.5396812274921148,0.0,1.0
136537.5,458937.5,6,28.80767595143758,0,-0.41884051332795247,-5.141690862495754e-05,2.272770575559969,-1.5396812274921148,0.0,1.0
137062.5,458887.5,7,31.983633420697114,0,0.07392665336223914,5.030056537746982e-05,8.01681119189672,-1.5396812274921148,0.0,1.0
136512.5,458862.5,8,39.77603225837035,1,-0.3191828251084521,-7.650318632998921e-05,1.5838289007815118,-1.5396812274921148,0.0,1.0
136662.5,458862.5,9,34.60130042220641,0,-0.7982144443037615,6.89547649040812e-05,2.496724853455799,-1.5396812274921148,0.0,1.0
136787.5,458862.5,10,25.972353875781938,0,-0.42370580328008955,4.902801139332745e-06,2.6248278435822523,-1.5396812274921148,0.0,1.0
137087.5,458837.5,11,35.851234894124126,0,-0.42902483210161524,7.852922409644602e-07,1.8199511589919988,-1.5396812274921148,0.0,1.0
136862.5,458762.5,12,34.311710529987565,0,0.05770298464557033,-1.1264068644941584e-05,2.47406470984267,-1.5396812274921148,0.0,1.0
135762.5,458737.5,13,43.934716026094954,1,-0.6654901749324649,-1.4453277091052325e-05,2.4983922295107206,-1.5396812274921148,0.0,1.0
137462.5,458737.5,14,21.252114705283056,0,-0.25802119856922245,1.3725008385096404e-05,1.9202825059607522,-1.5396812274921148,0.0,1.0
136137.5,458687.5,15,30.898209623100485,0,-0.7990528097504643,-5.6603150588396584e-05,1.9888906123525998,-1.5396812274921148,0.0,1.0
135787.5,458662.5,16,49.4139100948717,1,-0.4498512899578542,-3.5159278776110317e-05,2.0309105057316192,-1.5396812274921148,0.0,1.0
136112.5,458662.5,17,56.47331007231312,1,-0.3935740745173535,8.11429347682707e-05,22.165496704901646,-1.5396812274921148,0.0,1.0
137037.5,458637.5,18,22.78820442311634,0,-0.24245264868136873,4.9312647799246636e-05,2.7305069010703242,-1.5396812274921148,0.0,1.0
